w_word1,w_word2,w_corrAns,w_category,word1,word2,corrAns,category,w_hword1,w_hword2,w_hcorrAns,w_hcategory,hword1,hword2,hcorrAns,hcategory,enwarmuptrials.thisRepN,enwarmuptrials.thisTrialN,enwarmuptrials.thisN,enwarmuptrials.thisIndex,en_trials.thisRepN,en_trials.thisTrialN,en_trials.thisN,en_trials.thisIndex,hiwarmuptrials.thisRepN,hiwarmuptrials.thisTrialN,hiwarmuptrials.thisN,hiwarmuptrials.thisIndex,hi_trials.thisRepN,hi_trials.thisTrialN,hi_trials.thisN,hi_trials.thisIndex,eninstrstim.started,eninstrstim.stopped,enkbinstr.keys,enkbinstr.corr,enkbinstr.rt,enkbinstr.started,enkbinstr.stopped,enwarmupw1.started,enwarmupw1.stopped,enwarmupw2.started,enwarmupw2.stopped,enwarmupkb.keys,enwarmupkb.corr,enwarmupkb.rt,enwarmupkb.started,enwarmupkb.stopped,restresp.keys,restresp.started,restresp.stopped,startexpprompt.started,startexpprompt.stopped,startexpkbresp.keys,startexpkbresp.rt,startexpkbresp.started,startexpkbresp.stopped,entrialw1.started,entrialw1.stopped,entrialw2.started,entrialw2.stopped,enkbresp.keys,enkbresp.corr,enkbresp.rt,enkbresp.started,enkbresp.stopped,hiinstrstim.started,hiinstrstim.stopped,hikbinstr.keys,hikbinstr.corr,hikbinstr.rt,hikbinstr.started,hikbinstr.stopped,hiwarmupw1.started,hiwarmupw1.stopped,hiwarmupw2.started,hiwarmupw2.stopped,hiwarmupkb.keys,hiwarmupkb.corr,hiwarmupkb.rt,hiwarmupkb.started,hiwarmupkb.stopped,hitrialw1.started,hitrialw1.stopped,hitrialw2.started,hitrialw2.stopped,hikbresp.keys,hikbresp.corr,hikbresp.rt,hikbresp.started,hikbresp.stopped,restresp.rt,hiskill.text,hiskill.started,hiskill.stopped,hirespskill.keys,hirespskill.rt,hirespskill.started,hirespskill.stopped,enskill_2.text,enskill_2.started,enskill_2.stopped,enrespskill_2.keys,enrespskill_2.rt,enrespskill_2.started,enrespskill_2.stopped,thankstext.started,thankstext.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,snuggle,atnton,left,5,,,,,,,,,,,,,1,65,145,56,,,,,,,,,,,,,,,,,,,,,,,,,None,394.5016813810071,None,,,,,,,393.5012047460041,None,393.5012047460041,None,left,1,0.9988855480041821,393.5012047460041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,disbhvmeve,destroy,left,4,,,,,,,,,,,,,1,66,146,76,,,,,,,,,,,,,,,,,,,,,,,,,None,395.7350010000082,None,,,,,,,395.00611069500155,None,395.00611069500155,None,right,0,0.7272770240087993,395.00611069500155,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,entertain,begin,right,2,,,,,,,,,,,,,1,67,147,31,,,,,,,,,,,,,,,,,,,,,,,,,None,397.40598157299974,None,,,,,,,396.23877092800103,None,396.23877092800103,None,right,1,1.1656403240049258,396.23877092800103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,ballet,fgor,left,5,,,,,,,,,,,,,1,68,148,60,,,,,,,,,,,,,,,,,,,,,,,,,None,398.97720000900154,None,,,,,,,397.9098759100016,None,397.9098759100016,None,left,1,1.065740295991418,397.9098759100016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,capmpiwity,nney,left,3,,,,,,,,,,,,,1,69,149,44,,,,,,,,,,,,,,,,,,,,,,,,,None,403.6031251000095,None,,,,,,,399.48088601999916,None,399.48088601999916,None,left,1,4.120395988007658,399.48088601999916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,ash,blue,right,2,,,,,,,,,,,,,1,70,150,38,,,,,,,,,,,,,,,,,,,,,,,,,None,405.0496919279976,None,,,,,,,404.1083114560024,None,404.1083114560024,None,right,1,0.9398124480067054,404.1083114560024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,saucer,uttac,left,5,,,,,,,,,,,,,1,71,151,57,,,,,,,,,,,,,,,,,,,,,,,,,None,407.1141515280033,None,,,,,,,405.55354012300086,None,405.55354012300086,None,right,0,1.5590398109925445,405.55354012300086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,sister,brother,right,1,,,,,,,,,,,,,1,72,152,13,,,,,,,,,,,,,,,,,,,,,,,,,None,408.19812436800567,None,,,,,,,407.6175728160015,None,407.6175728160015,None,right,1,0.5789568280015374,407.6175728160015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,corpse,bigan,left,5,,,,,,,,,,,,,1,73,153,64,,,,,,,,,,,,,,,,,,,,,,,,,None,409.4719760200096,None,,,,,,,408.70192765499814,None,408.70192765499814,None,right,0,0.768448481001542,408.70192765499814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,dasewn,ufraca,left,3,,,,,,,,,,,,,1,74,154,43,,,,,,,,,,,,,,,,,,,,,,,,,None,412.36693379200005,None,,,,,,,409.9754849840101,None,409.9754849840101,None,left,1,2.389838460003375,409.9754849840101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,ucter,arks,left,3,,,,,,,,,,,,,1,75,155,46,,,,,,,,,,,,,,,,,,,,,,,,,None,414.1037674350082,None,,,,,,,412.87023447400134,None,412.87023447400134,None,right,0,1.2319384770089528,412.87023447400134,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,inquire,blush,right,2,,,,,,,,,,,,,1,76,156,39,,,,,,,,,,,,,,,,,,,,,,,,,None,415.12506315299834,None,,,,,,,414.60727542900713,None,414.60727542900713,None,right,1,0.5162084710027557,414.60727542900713,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,continent,africa,right,1,,,,,,,,,,,,,1,77,157,2,,,,,,,,,,,,,,,,,,,,,,,,,None,416.1663110350055,None,,,,,,,415.6291400370101,None,415.6291400370101,None,right,1,0.5355559700110462,415.6291400370101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,anteater,belt,right,2,,,,,,,,,,,,,1,78,158,33,,,,,,,,,,,,,,,,,,,,,,,,,None,417.1056098330009,None,,,,,,,416.66989498899784,None,416.66989498899784,None,right,1,0.43415425400598906,416.66989498899784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,contreqt,bcer,left,3,,,,,,,,,,,,,1,79,159,49,,,,,,,,,,,,,,,,,,,,,,,,,None,418.26101663601,None,,,,,,,417.6092010440043,None,417.6092010440043,None,left,1,0.6502109440043569,417.6092010440043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.7620014749991,None,right,0,8.025804046992562,418.7620014749991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,मेंढक,deaf,right,7,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,None,429.77440075601044,None,,,,,,,,,,,,,,,,,,,,,,,426.84332692100725,None,426.84332692100725,None,right,1,2.9290774979890557,426.84332692100725,None,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,नेता,follower,right,6,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,None,432.50604069800465,None,,,,,,,,,,,,,,,,,,,,,,,430.3072020460095,None,430.3072020460095,None,right,1,2.1972751849971246,430.3072020460095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,नता,babi,left,8,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,None,436.3541799939994,None,,,,,,,,,,,,,,,,,,,,,,,433.00939841300715,None,433.00939841300715,None,left,1,3.343202028001542,433.00939841300715,None,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,टराव,explanation,left,9,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,None,441.5625808920013,None,,,,,,,,,,,,,,,,,,,,,,,436.8883179780096,None,436.8883179780096,None,right,0,4.672712380008306,436.8883179780096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,भेंस,imhge,left,10,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,None,443.3417345380003,None,,,,,,,,,,,,,,,,,,,,,,,442.09209164800995,None,442.09209164800995,None,left,1,1.2480895909975516,442.09209164800995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.84268323300057,None,right,2.3003807549976045,443.84268323300057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गहना,diamond,right,6,,,,,,,,,,,,,0,0,0,20,,,,,,,,,,,,,,,,,None,453.50442611701146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.1974670970085,None,446.1974670970085,None,right,1,7.304732131000492,446.1974670970085,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,टराव,tumor,left,9,,,,,,,,,,,,,0,1,1,68,,,,,,,,,,,,,,,,,None,456.09786464000354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.00867007501074,None,454.00867007501074,None,right,0,2.087466768993181,454.00867007501074,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,काम,imhge,left,10,,,,,,,,,,,,,0,2,2,40,,,,,,,,,,,,,,,,,None,457.6851945040107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.6013964020094,None,456.6013964020094,None,left,1,1.0822186060104286,456.6013964020094,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,रात,day,right,6,,,,,,,,,,,,,0,3,3,19,,,,,,,,,,,,,,,,,None,459.4000980990095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.18888698500814,None,458.18888698500814,None,right,1,1.209626992000267,458.18888698500814,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,लड़की,baby,right,6,,,,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,None,461.67487742401136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.94225087000814,None,459.94225087000814,None,right,1,1.731039389007492,459.94225087000814,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,लड़की,boy,right,6,,,,,,,,,,,,,0,5,5,10,,,,,,,,,,,,,,,,,None,462.9362396350043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.17860376399767,None,462.17860376399767,None,right,1,0.7560436829953687,462.17860376399767,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सच,copy,right,7,,,,,,,,,,,,,0,6,6,25,,,,,,,,,,,,,,,,,None,464.8859019250085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.45286764600314,None,463.45286764600314,None,right,1,1.4311732630012557,463.45286764600314,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,केल,fgor,left,8,,,,,,,,,,,,,0,7,7,64,,,,,,,,,,,,,,,,,None,466.26934276999964,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.38930285901006,None,465.38930285901006,None,left,1,0.8784510030091042,465.38930285901006,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गाजर,dasewn,left,10,,,,,,,,,,,,,0,8,8,49,,,,,,,,,,,,,,,,,None,469.5065566090052,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.7886490210076,None,466.7886490210076,None,left,1,2.716297004997614,466.7886490210076,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,जगल,policeman,left,9,,,,,,,,,,,,,0,9,9,77,,,,,,,,,,,,,,,,,None,473.32179994200123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.010705838009,None,470.010705838009,None,right,0,3.309472437002114,470.010705838009,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,पतल,dival,left,8,,,,,,,,,,,,,0,10,10,60,,,,,,,,,,,,,,,,,None,476.9227374220063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.8374786120112,None,473.8374786120112,None,left,1,3.0836289059952833,473.8374786120112,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गायक,dancer,right,6,,,,,,,,,,,,,0,11,11,18,,,,,,,,,,,,,,,,,None,478.6680514840118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.43788939900696,None,477.43788939900696,None,right,1,1.2285319410002558,477.43788939900696,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मदान,gway,left,8,,,,,,,,,,,,,0,12,12,57,,,,,,,,,,,,,,,,,None,480.64338128799864,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.1841429920023,None,479.1841429920023,None,left,1,1.4576004979899153,479.1841429920023,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,शेर,lion,right,6,,,,,,,,,,,,,0,13,13,1,,,,,,,,,,,,,,,,,None,482.13480568000523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.1598465470015,None,481.1598465470015,None,right,1,0.9733758629881777,481.1598465470015,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,साल,age,right,6,,,,,,,,,,,,,0,14,14,0,,,,,,,,,,,,,,,,,None,484.270997368003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.63837303400214,None,482.63837303400214,None,right,1,1.631039811996743,482.63837303400214,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गहा,chulk,left,8,,,,,,,,,,,,,0,15,15,56,,,,,,,,,,,,,,,,,None,485.91348398099944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.7750628180074,None,484.7750628180074,None,left,1,1.1368297309963964,484.7750628180074,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मछली,ucter,left,10,,,,,,,,,,,,,0,16,16,52,,,,,,,,,,,,,,,,,None,487.5658058140107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.4334738440084,None,486.4334738440084,None,left,1,1.1307487379963277,486.4334738440084,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गाय,valuabzr,left,10,,,,,,,,,,,,,0,17,17,48,,,,,,,,,,,,,,,,,None,489.3117945630074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0693940450001,None,488.0693940450001,None,left,1,1.24078669201117,488.0693940450001,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,आतंकवादी,bomb,right,6,,,,,,,,,,,,,0,18,18,7,,,,,,,,,,,,,,,,,None,491.9337594660028,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.834342940012,None,489.834342940012,None,right,1,2.0977841380081372,489.834342940012,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,जापान,china,right,6,,,,,,,,,,,,,0,19,19,14,,,,,,,,,,,,,,,,,None,494.4018535570067,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.43747168300615,None,492.43747168300615,None,right,1,1.9625375000032363,492.43747168300615,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अनाज,breakfast,right,6,,,,,,,,,,,,,0,20,20,11,,,,,,,,,,,,,,,,,None,496.8317244540085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.9207128679991,None,494.9207128679991,None,right,1,1.9094245299929753,494.9207128679991,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,विमान,decision,right,7,,,,,,,,,,,,,0,21,21,31,,,,,,,,,,,,,,,,,None,501.77586039100424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.35473047300184,None,497.35473047300184,None,left,0,4.419478297000751,497.35473047300184,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,आतंक,average,right,7,,,,,,,,,,,,,0,22,22,23,,,,,,,,,,,,,,,,,None,503.4557566840085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.27973920400837,None,502.27973920400837,None,right,1,1.1743965959904017,502.27973920400837,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,खेती,dollars,right,7,,,,,,,,,,,,,0,23,23,21,,,,,,,,,,,,,,,,,None,505.0453508339997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.9760957649996,None,503.9760957649996,None,right,1,1.0676638389995787,503.9760957649996,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,नेता,area,right,7,,,,,,,,,,,,,0,24,24,32,,,,,,,,,,,,,,,,,None,506.8107270949986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.54933840601007,None,505.54933840601007,None,right,1,1.259639750001952,505.54933840601007,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सिपाही,empty,right,7,,,,,,,,,,,,,0,25,25,27,,,,,,,,,,,,,,,,,None,512.2590347369987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.31453221400443,None,507.31453221400443,None,left,0,4.942917452004622,507.31453221400443,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,असमल,beaufifsl,left,8,,,,,,,,,,,,,0,26,26,66,,,,,,,,,,,,,,,,,None,514.41248059801,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.7629177890049,None,512.7629177890049,None,left,1,1.6479416160000255,512.7629177890049,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,लड़ाकू,boxer,right,6,,,,,,,,,,,,,0,27,27,9,,,,,,,,,,,,,,,,,None,517.6324090220005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.9224739820056,None,514.9224739820056,None,right,1,2.7083419080008753,514.9224739820056,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गाड़ी,auto,right,6,,,,,,,,,,,,,0,28,28,2,,,,,,,,,,,,,,,,,None,519.7579636730079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.1360229040001,None,518.1360229040001,None,right,1,1.620355405000737,518.1360229040001,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,जापान,cheat,right,7,,,,,,,,,,,,,0,29,29,22,,,,,,,,,,,,,,,,,None,521.1599096880091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.2618437019992,None,520.2618437019992,None,right,1,0.8964891019859351,520.2618437019992,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,केला,diary,right,7,,,,,,,,,,,,,0,30,30,37,,,,,,,,,,,,,,,,,None,522.4077732620062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.663433795009,None,521.663433795009,None,right,1,0.7427083420043346,521.663433795009,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अपरा,blackboard,left,9,,,,,,,,,,,,,0,31,31,75,,,,,,,,,,,,,,,,,None,524.3505372580112,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.9116023420065,None,522.9116023420065,None,right,0,1.4373477250046562,522.9116023420065,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,परावान,octopus,left,9,,,,,,,,,,,,,0,32,32,69,,,,,,,,,,,,,,,,,None,526.5446144020098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.8545019599987,None,524.8545019599987,None,right,0,1.6881798029935453,524.8545019599987,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,महंगा,cheap,right,6,,,,,,,,,,,,,0,33,33,13,,,,,,,,,,,,,,,,,None,527.9404622849979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.0480522730068,None,527.0480522730068,None,right,1,0.8908225909981411,527.0480522730068,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,असमल,rug,left,9,,,,,,,,,,,,,0,34,34,74,,,,,,,,,,,,,,,,,None,529.6307141560101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.4439917390118,None,528.4439917390118,None,right,0,1.1851051730045583,528.4439917390118,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,भगवान,temple,right,6,,,,,,,,,,,,,0,35,35,15,,,,,,,,,,,,,,,,,None,531.1505331759981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.1341768830025,None,530.1341768830025,None,right,1,1.0147728300071321,530.1341768830025,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,नक,bnat,left,8,,,,,,,,,,,,,0,36,36,65,,,,,,,,,,,,,,,,,None,532.3588718320098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.6539550470043,None,531.6539550470043,None,right,0,0.7033365560055245,531.6539550470043,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गेंद,bat,right,6,,,,,,,,,,,,,0,37,37,4,,,,,,,,,,,,,,,,,None,533.8300914830033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.8625913200085,None,532.8625913200085,None,right,1,0.9658950309967622,532.8625913200085,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,बहस,blaokbonvd,left,10,,,,,,,,,,,,,0,38,38,45,,,,,,,,,,,,,,,,,None,535.9043927120074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.3456765540031,None,534.3456765540031,None,left,1,1.5571112730103778,534.3456765540031,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,नाजु,ceok,left,8,,,,,,,,,,,,,0,39,39,58,,,,,,,,,,,,,,,,,None,537.525064240006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.4142939960002,None,536.4142939960002,None,left,1,1.1091472589905607,536.4142939960002,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
