w_word1,w_word2,w_corrAns,w_category,word1,word2,corrAns,category,w_hword1,w_hword2,w_hcorrAns,w_hcategory,hword1,hword2,hcorrAns,hcategory,enwarmuptrials.thisRepN,enwarmuptrials.thisTrialN,enwarmuptrials.thisN,enwarmuptrials.thisIndex,en_trials.thisRepN,en_trials.thisTrialN,en_trials.thisN,en_trials.thisIndex,hiwarmuptrials.thisRepN,hiwarmuptrials.thisTrialN,hiwarmuptrials.thisN,hiwarmuptrials.thisIndex,hi_trials.thisRepN,hi_trials.thisTrialN,hi_trials.thisN,hi_trials.thisIndex,eninstrstim.started,eninstrstim.stopped,enkbinstr.keys,enkbinstr.corr,enkbinstr.rt,enkbinstr.started,enkbinstr.stopped,enwarmupw1.started,enwarmupw1.stopped,enwarmupw2.started,enwarmupw2.stopped,enwarmupkb.keys,enwarmupkb.corr,enwarmupkb.rt,enwarmupkb.started,enwarmupkb.stopped,restresp.keys,restresp.started,restresp.stopped,startexpprompt.started,startexpprompt.stopped,startexpkbresp.keys,startexpkbresp.rt,startexpkbresp.started,startexpkbresp.stopped,entrialw1.started,entrialw1.stopped,entrialw2.started,entrialw2.stopped,enkbresp.keys,enkbresp.corr,enkbresp.rt,enkbresp.started,enkbresp.stopped,hiinstrstim.started,hiinstrstim.stopped,hikbinstr.keys,hikbinstr.corr,hikbinstr.rt,hikbinstr.started,hikbinstr.stopped,hiwarmupw1.started,hiwarmupw1.stopped,hiwarmupw2.started,hiwarmupw2.stopped,hiwarmupkb.keys,hiwarmupkb.corr,hiwarmupkb.rt,hiwarmupkb.started,hiwarmupkb.stopped,hitrialw1.started,hitrialw1.stopped,hitrialw2.started,hitrialw2.stopped,hikbresp.keys,hikbresp.corr,hikbresp.rt,hikbresp.started,hikbresp.stopped,restresp.rt,hiskill.text,hiskill.started,hiskill.stopped,hirespskill.keys,hirespskill.rt,hirespskill.started,hirespskill.stopped,enskill_2.text,enskill_2.started,enskill_2.stopped,enrespskill_2.keys,enrespskill_2.rt,enrespskill_2.started,enrespskill_2.stopped,thankstext.started,thankstext.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,टराव,lobster,left,9,,,,,,,,,,,,,1,22,102,78,,,,,,,,,,,,,,,,,None,651.3538647700043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.139835066002,None,650.139835066002,None,right,0,1.212317430996336,650.139835066002,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,साल,age,right,6,,,,,,,,,,,,,1,23,103,0,,,,,,,,,,,,,,,,,None,652.5757924409991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.8573309120111,None,651.8573309120111,None,right,1,0.716588416005834,651.8573309120111,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,कंबल,poldcemps,left,10,,,,,,,,,,,,,1,24,104,46,,,,,,,,,,,,,,,,,None,654.1397809600021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.0795617080003,None,653.0795617080003,None,left,1,1.0583232369972393,653.0795617080003,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,जोकर,eyes,right,7,,,,,,,,,,,,,1,25,105,38,,,,,,,,,,,,,,,,,None,655.3926509110024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.645213530006,None,654.645213530006,None,right,1,0.7458193200000096,654.645213530006,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,परावान,valuable,left,9,,,,,,,,,,,,,1,26,106,79,,,,,,,,,,,,,,,,,None,656.5133454400057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.8984730890079,None,655.8984730890079,None,right,0,0.6130097889981698,655.8984730890079,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,केला,diary,right,7,,,,,,,,,,,,,1,27,107,37,,,,,,,,,,,,,,,,,None,657.7318710880063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.0172042690101,None,657.0172042690101,None,right,1,0.713023581993184,657.0172042690101,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,भगवान,temple,right,6,,,,,,,,,,,,,1,28,108,15,,,,,,,,,,,,,,,,,None,658.9301359180099,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.2358198290021,None,658.2358198290021,None,right,1,0.6927462489984464,658.2358198290021,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,तीर,bow,right,6,,,,,,,,,,,,,1,29,109,8,,,,,,,,,,,,,,,,,None,660.0703498160001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.434243871001,None,659.434243871001,None,right,1,0.6345190510037355,659.434243871001,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अजमदा,uttac,left,8,,,,,,,,,,,,,1,30,110,62,,,,,,,,,,,,,,,,,None,661.0927656300046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.5739478100004,None,660.5739478100004,None,right,0,0.5172460510075325,660.5739478100004,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,शहनाई,decay,right,7,,,,,,,,,,,,,1,31,111,30,,,,,,,,,,,,,,,,,None,662.2773055410071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.5967878450028,None,661.5967878450028,None,right,1,0.6789064570039045,661.5967878450028,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,जापान,cheat,right,7,,,,,,,,,,,,,1,32,112,22,,,,,,,,,,,,,,,,,None,663.3914176740072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.7814309450041,None,662.7814309450041,None,right,1,0.6083715749991825,662.7814309450041,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,विमान,decision,right,7,,,,,,,,,,,,,1,33,113,31,,,,,,,,,,,,,,,,,None,665.7955642080051,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.8952770440083,None,663.8952770440083,None,right,1,1.8986544069921365,663.8952770440083,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,संट,subtraction,left,9,,,,,,,,,,,,,1,34,114,67,,,,,,,,,,,,,,,,,None,668.2858686330001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.2998182390002,None,666.2998182390002,None,right,0,1.9844488319940865,666.2998182390002,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गाड़ी,auto,right,6,,,,,,,,,,,,,1,35,115,2,,,,,,,,,,,,,,,,,None,669.4981909230119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.7899861480109,None,668.7899861480109,None,right,1,0.7065974139986793,668.7899861480109,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,खोज,expensive,right,7,,,,,,,,,,,,,1,36,116,29,,,,,,,,,,,,,,,,,None,670.5201447260042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.0019618090009,None,670.0019618090009,None,right,1,0.5165903509914642,670.0019618090009,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,टराव,tumor,left,9,,,,,,,,,,,,,1,37,117,68,,,,,,,,,,,,,,,,,None,672.0135758490069,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.0238644830097,None,671.0238644830097,None,right,0,0.9881299410044448,671.0238644830097,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,काम,imhge,left,10,,,,,,,,,,,,,1,38,118,40,,,,,,,,,,,,,,,,,right,673.9103846689977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.5173687300121,None,672.5173687300121,None,left,1,1.3913593519973801,672.5173687300121,None,0.24930147800478153,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अभिनय,disbhvmeve,left,10,,,,,,,,,,,,,1,39,119,41,,,,,,,,,,,,,,,,,None,675.1399047830055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.1653823270026,None,674.1653823270026,None,left,1,0.9728855789871886,674.1653823270026,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,फूल,suggeyf,left,10,,,,,,,,,,,,,1,40,120,53,,,,,,,,,,,,,,,,,None,679.150953400007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.643325322002,None,675.643325322002,None,left,1,3.5060304400103632,675.643325322002,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,असमल,beaufifsl,left,8,,,,,,,,,,,,,1,41,121,66,,,,,,,,,,,,,,,,,None,681.5002266660013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.6549167839985,None,679.6549167839985,None,left,1,1.8436955770011991,679.6549167839985,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,भावना,employer,right,7,,,,,,,,,,,,,1,42,122,24,,,,,,,,,,,,,,,,,None,682.938725029002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.0037577220064,None,682.0037577220064,None,right,1,0.9333863920037402,682.0037577220064,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,यूोप,mustache,left,9,,,,,,,,,,,,,1,43,123,71,,,,,,,,,,,,,,,,,None,684.2802684080089,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.4427097840089,None,683.4427097840089,None,left,1,0.835918238008162,683.4427097840089,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मगरम,bow,left,9,,,,,,,,,,,,,1,44,124,70,,,,,,,,,,,,,,,,,None,686.0149369249993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.7843070350063,None,684.7843070350063,None,left,1,1.2290095439966535,684.7843070350063,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अपरा,blackboard,left,9,,,,,,,,,,,,,1,45,125,75,,,,,,,,,,,,,,,,,None,687.593445860999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.5188666070026,None,686.5188666070026,None,right,0,1.0729420279967599,686.5188666070026,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गहना,diamond,right,6,,,,,,,,,,,,,1,46,126,20,,,,,,,,,,,,,,,,,None,688.6638376970077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.0970242960029,None,688.0970242960029,None,right,1,0.5652055629907409,688.0970242960029,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गुफा,perigrm,left,10,,,,,,,,,,,,,1,47,127,51,,,,,,,,,,,,,,,,,None,689.8265740479983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689.1678058170073,None,689.1678058170073,None,right,0,0.6571321880037431,689.1678058170073,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अनाज,breakfast,right,6,,,,,,,,,,,,,1,48,128,11,,,,,,,,,,,,,,,,,None,692.0616422550083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.3306228900037,None,690.3306228900037,None,right,1,1.7293958320078673,690.3306228900037,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,बातचीत,busg,left,10,,,,,,,,,,,,,1,49,129,43,,,,,,,,,,,,,,,,,None,693.4928562970017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.5656208450091,None,692.5656208450091,None,left,1,0.925617164990399,692.5656208450091,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,जापान,china,right,6,,,,,,,,,,,,,1,50,130,14,,,,,,,,,,,,,,,,,None,694.7415035430022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.9979162210075,None,693.9979162210075,None,right,1,0.7421623519912828,693.9979162210075,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,लड़ाकू,boxer,right,6,,,,,,,,,,,,,1,51,131,9,,,,,,,,,,,,,,,,,None,696.4337664320046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.2456308690016,None,695.2456308690016,None,right,1,1.1860783510055626,695.2456308690016,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,संट,kitchen,left,9,,,,,,,,,,,,,1,52,132,76,,,,,,,,,,,,,,,,,None,698.0223406360019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.9380778160121,None,696.9380778160121,None,right,0,1.0826730590051739,696.9380778160121,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सावधान,caklqblower,left,10,,,,,,,,,,,,,1,53,133,44,,,,,,,,,,,,,,,,,None,699.1529502230114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.5264192400064,None,698.5264192400064,None,right,0,0.6249145369947655,698.5264192400064,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,महंगा,cheap,right,6,,,,,,,,,,,,,1,54,134,13,,,,,,,,,,,,,,,,,None,700.2617553029995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.6573629510094,None,699.6573629510094,None,right,1,0.6025254669948481,699.6573629510094,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,असमल,rug,left,9,,,,,,,,,,,,,1,55,135,74,,,,,,,,,,,,,,,,,None,701.7524822830019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.7654589810118,None,700.7654589810118,None,right,0,0.9853890580125153,700.7654589810118,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,परावान,octopus,left,9,,,,,,,,,,,,,1,56,136,69,,,,,,,,,,,,,,,,,None,702.7591128950007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.2561509310035,None,702.2561509310035,None,right,0,0.5013204240094637,702.2561509310035,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,वकी,averake,left,8,,,,,,,,,,,,,1,57,137,63,,,,,,,,,,,,,,,,,None,705.1203453290073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.2629894440033,None,703.2629894440033,None,left,1,1.8557245029951446,703.2629894440033,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मगरम,hodker,left,8,,,,,,,,,,,,,1,58,138,54,,,,,,,,,,,,,,,,,None,707.6806353370048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705.6240952240041,None,705.6240952240041,None,left,1,2.0548919749999186,705.6240952240041,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सच,copy,right,7,,,,,,,,,,,,,1,59,139,25,,,,,,,,,,,,,,,,,None,708.9838624650001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.1845757830015,None,708.1845757830015,None,right,1,0.7976585879951017,708.1845757830015,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,भीड़,crowd,right,6,,,,,,,,,,,,,1,60,140,17,,,,,,,,,,,,,,,,,None,710.6610250090016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.4878004900092,None,709.4878004900092,None,right,1,1.1715922550065443,709.4878004900092,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,नक,bnat,left,8,,,,,,,,,,,,,1,61,141,65,,,,,,,,,,,,,,,,,None,711.9003930670006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1649768380012,None,711.1649768380012,None,right,0,0.7337884209991898,711.1649768380012,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सलाह,mabapine,left,10,,,,,,,,,,,,,1,62,142,42,,,,,,,,,,,,,,,,,None,714.5853553620109,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.4044680189982,None,712.4044680189982,None,left,1,2.1792640130006475,712.4044680189982,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सिपाही,empty,right,7,,,,,,,,,,,,,1,63,143,27,,,,,,,,,,,,,,,,,None,717.0135135809978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.0890436330083,None,715.0890436330083,None,left,0,1.9226874680025503,715.0890436330083,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,शेर,lion,right,6,,,,,,,,,,,,,1,64,144,1,,,,,,,,,,,,,,,,,None,718.2822659340018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.5171351140016,None,717.5171351140016,None,right,1,0.7635048009979073,717.5171351140016,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,लड़की,boy,right,6,,,,,,,,,,,,,1,65,145,10,,,,,,,,,,,,,,,,,None,719.5518093920109,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.7858959700097,None,718.7858959700097,None,right,1,0.7640412600012496,718.7858959700097,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सावधान,capmpiwity,left,10,,,,,,,,,,,,,1,66,146,50,,,,,,,,,,,,,,,,,None,721.0138594300079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.0557473390072,None,720.0557473390072,None,left,1,0.9564949490013532,720.0557473390072,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,नाजु,ceok,left,8,,,,,,,,,,,,,1,67,147,58,,,,,,,,,,,,,,,,,None,723.4466182190081,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.5179759300081,None,721.5179759300081,None,left,1,1.927017751004314,721.5179759300081,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,नल,ltbster,left,10,,,,,,,,,,,,,1,68,148,47,,,,,,,,,,,,,,,,,None,725.1380292190006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.9500845779985,None,723.9500845779985,None,left,1,1.1863201380037935,723.9500845779985,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गायक,dancer,right,6,,,,,,,,,,,,,1,69,149,18,,,,,,,,,,,,,,,,,None,726.4845628129988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.6418063040037,None,725.6418063040037,None,right,1,0.8411150100000668,725.6418063040037,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,वन,chaos,right,7,,,,,,,,,,,,,1,70,150,33,,,,,,,,,,,,,,,,,None,727.950767508999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.9885679410072,None,726.9885679410072,None,right,1,0.9605790399946272,726.9885679410072,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मछली,ucter,left,10,,,,,,,,,,,,,1,71,151,52,,,,,,,,,,,,,,,,,None,729.2542917789979,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.4544508890103,None,728.4544508890103,None,left,1,0.7982157229998847,728.4544508890103,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,आतंक,average,right,7,,,,,,,,,,,,,1,72,152,23,,,,,,,,,,,,,,,,,None,730.7359580129996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729.7582899200061,None,729.7582899200061,None,right,1,0.9760366609989433,729.7582899200061,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,यूोप,builde,left,8,,,,,,,,,,,,,1,73,153,55,,,,,,,,,,,,,,,,,None,732.278669184001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.2397446149989,None,731.2397446149989,None,left,1,1.0372998020029627,731.2397446149989,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,हानि,deaf,right,7,,,,,,,,,,,,,1,74,154,39,,,,,,,,,,,,,,,,,None,733.5883882430062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.7828499440075,None,732.7828499440075,None,left,0,0.803885380999418,732.7828499440075,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,जगल,policeman,left,9,,,,,,,,,,,,,1,75,155,77,,,,,,,,,,,,,,,,,None,734.9070418160118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.0942875050096,None,734.0942875050096,None,right,0,0.811113221992855,734.0942875050096,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,पागल,crazy,right,6,,,,,,,,,,,,,1,76,156,16,,,,,,,,,,,,,,,,,None,736.0764072710008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735.4111019840057,None,735.4111019840057,None,right,1,0.6633514650020516,735.4111019840057,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मेंढक,doe,right,7,,,,,,,,,,,,,1,77,157,36,,,,,,,,,,,,,,,,,None,737.4853097970044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736.5819189220056,None,736.5819189220056,None,right,1,0.9017724069999531,736.5819189220056,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,केल,fgor,left,8,,,,,,,,,,,,,1,78,158,64,,,,,,,,,,,,,,,,,None,738.7002370429982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.9905328980094,None,737.9905328980094,None,right,0,0.7078263270086609,737.9905328980094,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गहा,chulk,left,8,,,,,,,,,,,,,1,79,159,56,,,,,,,,,,,,,,,,,None,741.3454083969991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.2038628410082,None,739.2038628410082,None,left,1,2.13988693599822,739.2038628410082,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please rate your hindi reading skill on 0-5.3,741.8464349610003,None,3,16.52805601801083,741.8464349610003,None,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Please rate your english reading skill on 0-5.3,758.3793148530094,None,3,1.7805567309987964,758.3793148530094,None,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.1638307899993,None,,,,,,,,
